id,state_id,state,district_id,district,city_id,city,loc_id,locality,subloc_id,sublocality,alt_name,pincode,latitude1,longitude1,latitude2,longitude2
3813,21,Maharashtra,161,Amravati,184,Amravati,12693,Badnera,24585,Moti Nagar,,444607,20.865724,77.7315,20.924425,77.755215
3814,21,Maharashtra,161,Amravati,184,Amravati,12693,Badnera,24586,Nai Basti,,444701,20.855813,77.73291,20.924425,77.755215
3815,21,Maharashtra,161,Amravati,184,Amravati,12693,Badnera,24587,MHADA Colony,,444607,20.855644,77.744826,20.924425,77.755215
3816,21,Maharashtra,161,Amravati,184,Amravati,12693,Badnera,24588,Old Steam Loco Shed,,444607,20.858171,77.73361,20.924425,77.755215
3817,21,Maharashtra,161,Amravati,184,Amravati,12693,Badnera,24589,Nirmala Colony,,444607,20.861403,77.73829,20.924425,77.755215
3818,21,Maharashtra,161,Amravati,184,Amravati,12695,Sai Nagar,24590,Akoli,,444607,20.894835,77.729015,20.924425,77.755215
3819,21,Maharashtra,161,Amravati,184,Amravati,12695,Sai Nagar,24591,Guruchhaya Colony,,444607,20.89212,77.742657,20.924425,77.755215
3820,21,Maharashtra,161,Amravati,184,Amravati,12695,Sai Nagar,24592,Bharat Nagar 1,,444607,20.890685,77.740763,20.924425,77.755215
3821,21,Maharashtra,161,Amravati,184,Amravati,12695,Sai Nagar,24593,Hari Shanthi Colony,,444607,20.887456,77.732006,20.924425,77.755215
3822,21,Maharashtra,161,Amravati,184,Amravati,12696,Saturna,24594,Shridarshan Colony,,444607,20.902731,77.744439,20.924425,77.755215
3823,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24595,Vijaypath Nagar,,444607,20.884256,77.748213,20.924425,77.755215
3824,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24596,Janta Colony,,444607,20.893813,77.75475,20.924425,77.755215
3825,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24597,Shiv Shakti Nagar,,444607,20.903987,77.754079,20.924425,77.755215
3826,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24598,Ganesh Nagar,,444607,20.907644,77.757009,20.924425,77.755215
3827,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24599,Vyankatesh Colony,,444605,20.90959,77.759582,20.924425,77.755215
3828,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24600,Eknath Puram,,444605,20.911808,77.755174,20.924425,77.755215
3829,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24601,New Prabhat Colony,,444607,20.907653,77.755001,20.924425,77.755215
3830,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24602,Nandanwan Colony,,444607,20.902535,77.758808,20.924425,77.755215
3831,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24603,Ganuwadi,,444607,20.899394,77.760098,20.924425,77.755215
3832,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24604,Rajendra Nagar,,444607,20.894048,77.749308,20.924425,77.755215
3833,21,Maharashtra,161,Amravati,184,Amravati,12697,Gopal Nagar,24605,Shankar Nagar,,444605,20.913286,77.755126,20.924425,77.755215
